row,scenario,symbol,side,entry_price,exit_price,gross_price_return_pct,recorded_return_pct,implicit_cost_pct,pnl,best_cost_hypothesis_pp,best_hypothesis_residual_pp,classification,message
91,S72_SL4_TP8,MUBARAK/USDT,,0.01095,0.0109,-0.45662100456620447,-0.6566210045662044,0.19999999999999996,-6.566210045662044,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
92,S72_SL4_TP8,U/USDT,,1.0007,1.0009,0.019986009793138138,-0.18001399020686187,0.2,-1.8001399020686186,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
93,S72_SL4_TP8,XUSD/USDT,,1.0012,1.0012,0.0,-0.2,0.2,-2.0,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
94,S72_SL4_TP8,CRCLB/USDT,,65.84,63.2064,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
95,S72_SL4_TP8,FDUSD/USDT,,0.9993,0.9983,-0.1000700490343287,-0.3000700490343287,0.2,-3.000700490343287,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
96,S72_SL4_TP8,AAVE/USDT,,101.26,97.2096,-4.000000000000014,-4.200000000000014,0.20000000000000018,-42.00000000000014,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
97,S72_SL4_TP8,GPS/USDT,,0.0094,0.00974,3.6170212765957555,3.4170212765957553,0.20000000000000018,34.17021276595755,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
98,S72_SL4_TP8,PLUME/USDT,,0.0124,0.011904,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
99,S72_SL4_TP8,ONDO/USDT,,0.4088,0.3937,-3.693737769080241,-3.893737769080241,0.20000000000000018,-38.93737769080241,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
100,S72_SL4_TP8,AVAX/USDT,,6.56,6.385,-2.6676829268292623,-2.8676829268292625,0.20000000000000018,-28.676829268292625,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
101,S72_SL4_TP8,KAITO/USDT,,1.2343,1.3330440000000001,8.000000000000007,7.800000000000007,0.20000000000000018,78.00000000000007,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
102,S72_SL4_TP8,ETH/USDT,,1901.89,1916.16,0.7503062742850508,0.5503062742850509,0.19999999999999996,5.503062742850509,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
103,S72_SL4_TP8,RE/USDT,,0.4686,0.5060880000000001,8.000000000000007,7.800000000000007,0.20000000000000018,78.00000000000007,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
104,S72_SL4_TP8,EURI/USDT,,1.1399,1.1461,0.5439073602947708,0.3439073602947708,0.2,3.4390736029477083,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
105,S72_SL4_TP8,ADA/USDT,,0.1635,0.1624,-0.67278287461775,-0.87278287461775,0.19999999999999996,-8.7278287461775,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
106,S72_SL4_TP8,RLUSD/USDT,,1.0013,1.0014,0.009987016878065802,-0.1900129831219342,0.2,-1.900129831219342,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
107,S72_SL4_TP8,UNI/USDT,,4.018,4.064,1.1448481831757062,0.9448481831757063,0.19999999999999996,9.448481831757062,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
108,S72_SL4_TP8,ALPINE/USDT,,0.32,0.3072,-4.000000000000014,-4.200000000000014,0.20000000000000018,-42.00000000000014,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
