tipo,scenario,symbol,trades,avg_pct,median_pct,pf,dd_pct,pnl
symbol,,WLFI/USDT,429,0.212641387922264,-0.5333333333333299,1.3083635960054687,-21.675641005104218,912.2315541865124
symbol,,SPCXB/USDT,442,-0.37455099216586524,0.13443922489724844,0.8036578105308899,-89.02376223534785,-1655.515385373124
symbol,,FIL/USDT,200,1.7378598697188337,0.4805555555555509,12.361229287587417,-4.849744013063518,3475.7197394376676
symbol,,GALA/USDT,144,-2.8386162592618964,-3.160526315789469,0.0,-98.42688223025199,-4087.6074133371308
symbol,,POL/USDT,279,1.2854984977518273,0.6568269762299741,5.096804492678154,-7.238916000206574,3586.5408087275982
symbol,,DOT/USDT,158,1.4167413437963812,1.85920205920207,6.149266153926771,-3.392848020434236,2238.4513231982824
symbol,,ARB/USDT,314,0.9443190359386703,1.6445322793148922,1.7651288238746738,-12.819536427888234,2965.161772847425
symbol,,EUR/USDT,525,-0.03250203898338759,-0.17400571874186516,0.797528562479871,-19.85767106148122,-170.6357046627848
symbol,,ENA/USDT,407,1.1326033087026746,0.7988901220865599,1.8537872599385758,-51.109064769443854,4609.695466419886
symbol,,XAUT/USDT,250,0.08170217442765441,-0.24722961617913414,1.1698983729572694,-28.99174679435177,204.255436069136
symbol,,ZEC/USDT,294,0.6453337345593875,0.05300442757747453,1.6366479476617437,-34.805769628100755,1897.2811796045992
symbol,,SNXXB/USDT,431,3.098212966195004,4.310638297872327,2.472898509188225,-34.854654929107696,13353.297884300468
symbol,,KORUB/USDT,548,-0.2328117584449917,-2.9403414195867117,0.9097875049021088,-92.7403878399103,-1275.808436278554
symbol,,BTC/USDT,141,0.20654648108562398,0.26778363366808405,1.5671633685691058,-14.9157884589585,291.23053833072976
symbol,,BEL/USDT,489,2.3586329324746043,2.038805970149249,3.49327965558934,-17.402156387159838,11533.715039800816
symbol,,SOL/USDT,210,1.179934004633835,0.3560704355885182,4.8006513542180285,-2.5323044434686026,2477.8614097310533
symbol,,DOGE/USDT,145,1.8257249771153161,1.854115313783833,8.797069710629046,-3.3830255837744683,2647.3012168172086
symbol,,TRX/USDT,180,-0.10939253355606543,-0.2300300408624943,0.6837020188277171,-19.923946793784463,-196.90656040091778
symbol,,XLM/USDT,21,10.752380952380959,9.80000000000001,inf,0.0,2258.0000000000014
symbol,,PENGU/USDT,2,12.27348916761688,12.27348916761688,inf,0.0,245.46978335233763
symbol,,FET/USDT,112,5.897878497552768,12.260063897763574,5.908725929349687,-10.236767614899179,6605.623917259101
symbol,,BOME/USDT,2,-5.200000000000016,-5.200000000000016,0.0,-10.129600000000028,-104.00000000000033
