row,scenario,symbol,entry_price,exit_price,return_pct,pnl,gross_return_pct,implicit_cost_pp,nearest_simple_cost,nearest_distance_pp
148,S72_SL4_TP8,PEPE/USDT,2.78e-06,2.91e-06,4.476258992805748,44.76258992805748,4.67625899,0.20000000,0.20,0.00000000
149,S72_SL4_TP8,DOT/USDT,0.775,0.798,2.7677419354838806,27.677419354838804,2.96774194,0.20000000,0.20,0.00000000
150,S72_SL4_TP8,ARB/USDT,0.0781,0.0814,4.0253521126760505,40.2535211267605,4.22535211,0.20000000,0.20,0.00000000
151,S72_SL4_TP8,EDEN/USDT,0.03917,0.042303600000000004,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
152,S72_SL4_TP8,HEMI/USDT,0.00476,0.0045696,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
153,S72_SL4_TP8,FDUSD/USDT,0.9982,0.9979,-0.2300540973752761,-2.300540973752761,-0.03005410,0.20000000,0.20,0.00000000
154,S72_SL4_TP8,SKHYB/USDT,148.35,142.416,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
155,S72_SL4_TP8,ACE/USDT,0.0679,0.065184,-4.199999999999992,-41.99999999999992,-4.00000000,0.20000000,0.20,0.00000000
156,S72_SL4_TP8,EUR/USDT,1.1541,1.1544,-0.17400571874186516,-1.7400571874186515,0.02599428,0.20000000,0.20,0.00000000
157,S72_SL4_TP8,ALLO/USDT,0.292,0.28031999999999996,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
158,S72_SL4_TP8,FIL/USDT,0.72,0.7249,0.4805555555555509,4.805555555555509,0.68055556,0.20000000,0.20,0.00000000
159,S72_SL4_TP8,TUT/USDT,0.01866,0.020152800000000002,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
160,S72_SL4_TP8,BICO/USDT,0.01749,0.0188892,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
161,S72_SL4_TP8,PAXG/USDT,4060.25,4037.53,-0.7595714549596619,-7.595714549596619,-0.55957145,0.20000000,0.20,0.00000000
162,S72_SL4_TP8,USD1/USDT,1.00005,1.00012,-0.1930003499825304,-1.930003499825304,0.00699965,0.20000000,0.20,0.00000000
163,S72_SL4_TP8,MUBARAK/USDT,0.01273,0.01266,-0.749882168106841,-7.49882168106841,-0.54988217,0.20000000,0.20,0.00000000
